"pf"	"scenario"
"5927"	"Parameters bottom-up 6331 10_06_2020 18_31.txt"	"bottom-up"
"5928"	"Parameters bottom-up 6332 10_06_2020 18_31.txt"	"bottom-up"
"5929"	"Parameters bottom-up 6333 10_06_2020 18_31.txt"	"bottom-up"
"5930"	"Parameters bottom-up 6334 10_06_2020 18_31.txt"	"bottom-up"
"5931"	"Parameters bottom-up 6335 10_06_2020 18_31.txt"	"bottom-up"
"5932"	"Parameters bottom-up 6336 10_06_2020 18_31.txt"	"bottom-up"
"5933"	"Parameters bottom-up 6337 10_06_2020 18_31.txt"	"bottom-up"
"5934"	"Parameters bottom-up 6338 10_06_2020 18_31.txt"	"bottom-up"
"5935"	"Parameters bottom-up 6339 10_06_2020 18_31.txt"	"bottom-up"
"5936"	"Parameters bottom-up 634 10_06_2020 18_02.txt"	"bottom-up"
"5937"	"Parameters bottom-up 6340 10_06_2020 18_31.txt"	"bottom-up"
"5938"	"Parameters bottom-up 6341 10_06_2020 18_31.txt"	"bottom-up"
"5939"	"Parameters bottom-up 6342 10_06_2020 18_31.txt"	"bottom-up"
"5940"	"Parameters bottom-up 6343 10_06_2020 18_31.txt"	"bottom-up"
"5941"	"Parameters bottom-up 6344 10_06_2020 18_31.txt"	"bottom-up"
"5942"	"Parameters bottom-up 6345 10_06_2020 18_31.txt"	"bottom-up"
"5943"	"Parameters bottom-up 6346 10_06_2020 18_31.txt"	"bottom-up"
"5944"	"Parameters bottom-up 6347 10_06_2020 18_31.txt"	"bottom-up"
"5945"	"Parameters bottom-up 6348 10_06_2020 18_31.txt"	"bottom-up"
"5946"	"Parameters bottom-up 6349 10_06_2020 18_31.txt"	"bottom-up"
"5947"	"Parameters bottom-up 635 10_06_2020 18_02.txt"	"bottom-up"
"5948"	"Parameters bottom-up 6350 10_06_2020 18_31.txt"	"bottom-up"
"5949"	"Parameters bottom-up 6351 10_06_2020 18_31.txt"	"bottom-up"
"5950"	"Parameters bottom-up 6352 10_06_2020 18_31.txt"	"bottom-up"
"5951"	"Parameters bottom-up 6353 10_06_2020 18_31.txt"	"bottom-up"
"5952"	"Parameters bottom-up 6354 10_06_2020 18_31.txt"	"bottom-up"
"5953"	"Parameters bottom-up 6355 10_06_2020 18_31.txt"	"bottom-up"
"5954"	"Parameters bottom-up 6356 10_06_2020 18_31.txt"	"bottom-up"
"5955"	"Parameters bottom-up 6357 10_06_2020 18_31.txt"	"bottom-up"
"5956"	"Parameters bottom-up 6358 10_06_2020 18_31.txt"	"bottom-up"
"5957"	"Parameters bottom-up 6359 10_06_2020 18_31.txt"	"bottom-up"
"5958"	"Parameters bottom-up 636 10_06_2020 18_02.txt"	"bottom-up"
"5959"	"Parameters bottom-up 6360 10_06_2020 18_31.txt"	"bottom-up"
"5960"	"Parameters bottom-up 6361 10_06_2020 18_31.txt"	"bottom-up"
"5961"	"Parameters bottom-up 6362 10_06_2020 18_31.txt"	"bottom-up"
"5962"	"Parameters bottom-up 6363 10_06_2020 18_31.txt"	"bottom-up"
"5963"	"Parameters bottom-up 6364 10_06_2020 18_31.txt"	"bottom-up"
"5964"	"Parameters bottom-up 6365 10_06_2020 18_31.txt"	"bottom-up"
"5965"	"Parameters bottom-up 6366 10_06_2020 18_31.txt"	"bottom-up"
"5966"	"Parameters bottom-up 6367 10_06_2020 18_31.txt"	"bottom-up"
"5967"	"Parameters bottom-up 6368 10_06_2020 18_31.txt"	"bottom-up"
"5968"	"Parameters bottom-up 6369 10_06_2020 18_31.txt"	"bottom-up"
"5969"	"Parameters bottom-up 637 10_06_2020 18_02.txt"	"bottom-up"
"5970"	"Parameters bottom-up 6370 10_06_2020 18_31.txt"	"bottom-up"
"5971"	"Parameters bottom-up 6371 10_06_2020 18_31.txt"	"bottom-up"
"5972"	"Parameters bottom-up 6372 10_06_2020 18_31.txt"	"bottom-up"
"5973"	"Parameters bottom-up 6373 10_06_2020 18_31.txt"	"bottom-up"
"5974"	"Parameters bottom-up 6374 10_06_2020 18_31.txt"	"bottom-up"
"5975"	"Parameters bottom-up 6375 10_06_2020 18_31.txt"	"bottom-up"
"5976"	"Parameters bottom-up 6376 10_06_2020 18_31.txt"	"bottom-up"
"5977"	"Parameters bottom-up 6377 10_06_2020 18_31.txt"	"bottom-up"
"5978"	"Parameters bottom-up 6378 10_06_2020 18_31.txt"	"bottom-up"
"5979"	"Parameters bottom-up 6379 10_06_2020 18_31.txt"	"bottom-up"
"5980"	"Parameters bottom-up 638 10_06_2020 18_02.txt"	"bottom-up"
"5981"	"Parameters bottom-up 6380 10_06_2020 18_31.txt"	"bottom-up"
"5982"	"Parameters bottom-up 6381 10_06_2020 18_31.txt"	"bottom-up"
"5983"	"Parameters bottom-up 6382 10_06_2020 18_31.txt"	"bottom-up"
"5984"	"Parameters bottom-up 6383 10_06_2020 18_31.txt"	"bottom-up"
"5985"	"Parameters bottom-up 6384 10_06_2020 18_31.txt"	"bottom-up"
"5986"	"Parameters bottom-up 6385 10_06_2020 18_31.txt"	"bottom-up"
"5987"	"Parameters bottom-up 6386 10_06_2020 18_31.txt"	"bottom-up"
"5988"	"Parameters bottom-up 6387 10_06_2020 18_31.txt"	"bottom-up"
"5989"	"Parameters bottom-up 6388 10_06_2020 18_31.txt"	"bottom-up"
"5990"	"Parameters bottom-up 6389 10_06_2020 18_31.txt"	"bottom-up"
"5991"	"Parameters bottom-up 639 10_06_2020 18_02.txt"	"bottom-up"
"5992"	"Parameters bottom-up 6390 10_06_2020 18_31.txt"	"bottom-up"
"5993"	"Parameters bottom-up 6391 10_06_2020 18_31.txt"	"bottom-up"
"5994"	"Parameters bottom-up 6392 10_06_2020 18_31.txt"	"bottom-up"
"5995"	"Parameters bottom-up 6393 10_06_2020 18_31.txt"	"bottom-up"
"5996"	"Parameters bottom-up 6394 10_06_2020 18_31.txt"	"bottom-up"
"5997"	"Parameters bottom-up 6395 10_06_2020 18_31.txt"	"bottom-up"
"5998"	"Parameters bottom-up 6396 10_06_2020 18_31.txt"	"bottom-up"
"5999"	"Parameters bottom-up 6397 10_06_2020 18_31.txt"	"bottom-up"
"6000"	"Parameters bottom-up 6398 10_06_2020 18_31.txt"	"bottom-up"
"6001"	"Parameters bottom-up 6399 10_06_2020 18_31.txt"	"bottom-up"
"6002"	"Parameters bottom-up 64 10_06_2020 17_59.txt"	"bottom-up"
"6003"	"Parameters bottom-up 640 10_06_2020 18_02.txt"	"bottom-up"
"6004"	"Parameters bottom-up 6400 10_06_2020 18_31.txt"	"bottom-up"
"6005"	"Parameters bottom-up 6401 10_06_2020 18_31.txt"	"bottom-up"
"6006"	"Parameters bottom-up 6402 10_06_2020 18_31.txt"	"bottom-up"
"6007"	"Parameters bottom-up 6403 10_06_2020 18_31.txt"	"bottom-up"
"6008"	"Parameters bottom-up 6404 10_06_2020 18_31.txt"	"bottom-up"
"6009"	"Parameters bottom-up 6405 10_06_2020 18_31.txt"	"bottom-up"
"6010"	"Parameters bottom-up 6406 10_06_2020 18_31.txt"	"bottom-up"
"6011"	"Parameters bottom-up 6407 10_06_2020 18_31.txt"	"bottom-up"
"6012"	"Parameters bottom-up 6408 10_06_2020 18_31.txt"	"bottom-up"
"6013"	"Parameters bottom-up 6409 10_06_2020 18_31.txt"	"bottom-up"
"6014"	"Parameters bottom-up 641 10_06_2020 18_02.txt"	"bottom-up"
"6015"	"Parameters bottom-up 6410 10_06_2020 18_31.txt"	"bottom-up"
"6016"	"Parameters bottom-up 6411 10_06_2020 18_31.txt"	"bottom-up"
"6017"	"Parameters bottom-up 6412 10_06_2020 18_31.txt"	"bottom-up"
"6018"	"Parameters bottom-up 6413 10_06_2020 18_31.txt"	"bottom-up"
"6019"	"Parameters bottom-up 6414 10_06_2020 18_31.txt"	"bottom-up"
"6020"	"Parameters bottom-up 6415 10_06_2020 18_31.txt"	"bottom-up"
"6021"	"Parameters bottom-up 6416 10_06_2020 18_31.txt"	"bottom-up"
"6022"	"Parameters bottom-up 6417 10_06_2020 18_31.txt"	"bottom-up"
"6023"	"Parameters bottom-up 6418 10_06_2020 18_31.txt"	"bottom-up"
"6024"	"Parameters bottom-up 6419 10_06_2020 18_31.txt"	"bottom-up"
"6025"	"Parameters bottom-up 642 10_06_2020 18_02.txt"	"bottom-up"
"6026"	"Parameters bottom-up 6420 10_06_2020 18_31.txt"	"bottom-up"
"6027"	"Parameters bottom-up 6421 10_06_2020 18_31.txt"	"bottom-up"
"6028"	"Parameters bottom-up 6422 10_06_2020 18_31.txt"	"bottom-up"
"6029"	"Parameters bottom-up 6423 10_06_2020 18_31.txt"	"bottom-up"
"6030"	"Parameters bottom-up 6424 10_06_2020 18_31.txt"	"bottom-up"
"6031"	"Parameters bottom-up 6425 10_06_2020 18_31.txt"	"bottom-up"
"6032"	"Parameters bottom-up 6426 10_06_2020 18_31.txt"	"bottom-up"
"6033"	"Parameters bottom-up 6427 10_06_2020 18_31.txt"	"bottom-up"
"6034"	"Parameters bottom-up 6428 10_06_2020 18_31.txt"	"bottom-up"
"6035"	"Parameters bottom-up 6429 10_06_2020 18_31.txt"	"bottom-up"
"6036"	"Parameters bottom-up 643 10_06_2020 18_02.txt"	"bottom-up"
"6037"	"Parameters bottom-up 6430 10_06_2020 18_31.txt"	"bottom-up"
"6038"	"Parameters bottom-up 6431 10_06_2020 18_31.txt"	"bottom-up"
"6039"	"Parameters bottom-up 6432 10_06_2020 18_31.txt"	"bottom-up"
"6040"	"Parameters bottom-up 6433 10_06_2020 18_31.txt"	"bottom-up"
"6041"	"Parameters bottom-up 6434 10_06_2020 18_31.txt"	"bottom-up"
"6042"	"Parameters bottom-up 6435 10_06_2020 18_31.txt"	"bottom-up"
"6043"	"Parameters bottom-up 6436 10_06_2020 18_31.txt"	"bottom-up"
"6044"	"Parameters bottom-up 6437 10_06_2020 18_31.txt"	"bottom-up"
"6045"	"Parameters bottom-up 6438 10_06_2020 18_31.txt"	"bottom-up"
"6046"	"Parameters bottom-up 6439 10_06_2020 18_31.txt"	"bottom-up"
"6047"	"Parameters bottom-up 644 10_06_2020 18_02.txt"	"bottom-up"
"6048"	"Parameters bottom-up 6440 10_06_2020 18_31.txt"	"bottom-up"
"6049"	"Parameters bottom-up 6441 10_06_2020 18_31.txt"	"bottom-up"
"6050"	"Parameters bottom-up 6442 10_06_2020 18_31.txt"	"bottom-up"
"6051"	"Parameters bottom-up 6443 10_06_2020 18_31.txt"	"bottom-up"
"6052"	"Parameters bottom-up 6444 10_06_2020 18_31.txt"	"bottom-up"
"6053"	"Parameters bottom-up 6445 10_06_2020 18_31.txt"	"bottom-up"
"6054"	"Parameters bottom-up 6446 10_06_2020 18_31.txt"	"bottom-up"
"6055"	"Parameters bottom-up 6447 10_06_2020 18_31.txt"	"bottom-up"
"6056"	"Parameters bottom-up 6448 10_06_2020 18_31.txt"	"bottom-up"
"6057"	"Parameters bottom-up 6449 10_06_2020 18_31.txt"	"bottom-up"
"6058"	"Parameters bottom-up 645 10_06_2020 18_02.txt"	"bottom-up"
"6059"	"Parameters bottom-up 6450 10_06_2020 18_31.txt"	"bottom-up"
"6060"	"Parameters bottom-up 6451 10_06_2020 18_31.txt"	"bottom-up"
"6061"	"Parameters bottom-up 6452 10_06_2020 18_31.txt"	"bottom-up"
"6062"	"Parameters bottom-up 6453 10_06_2020 18_31.txt"	"bottom-up"
"6063"	"Parameters bottom-up 6454 10_06_2020 18_31.txt"	"bottom-up"
"6064"	"Parameters bottom-up 6455 10_06_2020 18_31.txt"	"bottom-up"
"6065"	"Parameters bottom-up 6456 10_06_2020 18_31.txt"	"bottom-up"
"6066"	"Parameters bottom-up 6457 10_06_2020 18_31.txt"	"bottom-up"
"6067"	"Parameters bottom-up 6458 10_06_2020 18_31.txt"	"bottom-up"
"6068"	"Parameters bottom-up 6459 10_06_2020 18_31.txt"	"bottom-up"
"6069"	"Parameters bottom-up 646 10_06_2020 18_02.txt"	"bottom-up"
"6070"	"Parameters bottom-up 6460 10_06_2020 18_31.txt"	"bottom-up"
"6071"	"Parameters bottom-up 6461 10_06_2020 18_31.txt"	"bottom-up"
"6072"	"Parameters bottom-up 6462 10_06_2020 18_31.txt"	"bottom-up"
"6073"	"Parameters bottom-up 6463 10_06_2020 18_31.txt"	"bottom-up"
"6074"	"Parameters bottom-up 6464 10_06_2020 18_31.txt"	"bottom-up"
"6075"	"Parameters bottom-up 6465 10_06_2020 18_31.txt"	"bottom-up"
"6076"	"Parameters bottom-up 6466 10_06_2020 18_31.txt"	"bottom-up"
"6077"	"Parameters bottom-up 6467 10_06_2020 18_31.txt"	"bottom-up"
"6078"	"Parameters bottom-up 6468 10_06_2020 18_31.txt"	"bottom-up"
"6079"	"Parameters bottom-up 6469 10_06_2020 18_31.txt"	"bottom-up"
"6080"	"Parameters bottom-up 647 10_06_2020 18_02.txt"	"bottom-up"
"6081"	"Parameters bottom-up 6470 10_06_2020 18_31.txt"	"bottom-up"
"6082"	"Parameters bottom-up 6471 10_06_2020 18_31.txt"	"bottom-up"
"6083"	"Parameters bottom-up 6472 10_06_2020 18_31.txt"	"bottom-up"
"6084"	"Parameters bottom-up 6473 10_06_2020 18_31.txt"	"bottom-up"
"6085"	"Parameters bottom-up 6474 10_06_2020 18_31.txt"	"bottom-up"
"6086"	"Parameters bottom-up 6475 10_06_2020 18_31.txt"	"bottom-up"
"6087"	"Parameters bottom-up 6476 10_06_2020 18_31.txt"	"bottom-up"
"6088"	"Parameters bottom-up 6477 10_06_2020 18_31.txt"	"bottom-up"
"6089"	"Parameters bottom-up 6478 10_06_2020 18_31.txt"	"bottom-up"
"6090"	"Parameters bottom-up 6479 10_06_2020 18_31.txt"	"bottom-up"
"6091"	"Parameters bottom-up 648 10_06_2020 18_02.txt"	"bottom-up"
"6092"	"Parameters bottom-up 6480 10_06_2020 18_31.txt"	"bottom-up"
"6093"	"Parameters bottom-up 6481 10_06_2020 18_31.txt"	"bottom-up"
"6094"	"Parameters bottom-up 6482 10_06_2020 18_31.txt"	"bottom-up"
"6095"	"Parameters bottom-up 6483 10_06_2020 18_31.txt"	"bottom-up"
"6096"	"Parameters bottom-up 6484 10_06_2020 18_31.txt"	"bottom-up"
"6097"	"Parameters bottom-up 6485 10_06_2020 18_31.txt"	"bottom-up"
"6098"	"Parameters bottom-up 6486 10_06_2020 18_31.txt"	"bottom-up"
"6099"	"Parameters bottom-up 6487 10_06_2020 18_31.txt"	"bottom-up"
"6100"	"Parameters bottom-up 6488 10_06_2020 18_31.txt"	"bottom-up"
"6101"	"Parameters bottom-up 6489 10_06_2020 18_31.txt"	"bottom-up"
"6102"	"Parameters bottom-up 649 10_06_2020 18_02.txt"	"bottom-up"
"6103"	"Parameters bottom-up 6490 10_06_2020 18_31.txt"	"bottom-up"
"6104"	"Parameters bottom-up 6491 10_06_2020 18_31.txt"	"bottom-up"
"6105"	"Parameters bottom-up 6492 10_06_2020 18_31.txt"	"bottom-up"
"6106"	"Parameters bottom-up 6493 10_06_2020 18_31.txt"	"bottom-up"
"6107"	"Parameters bottom-up 6494 10_06_2020 18_31.txt"	"bottom-up"
"6108"	"Parameters bottom-up 6495 10_06_2020 18_31.txt"	"bottom-up"
"6109"	"Parameters bottom-up 6496 10_06_2020 18_31.txt"	"bottom-up"
"6110"	"Parameters bottom-up 6497 10_06_2020 18_31.txt"	"bottom-up"
"6111"	"Parameters bottom-up 6498 10_06_2020 18_31.txt"	"bottom-up"
"6112"	"Parameters bottom-up 6499 10_06_2020 18_31.txt"	"bottom-up"
"6113"	"Parameters bottom-up 65 10_06_2020 17_59.txt"	"bottom-up"
"6114"	"Parameters bottom-up 650 10_06_2020 18_02.txt"	"bottom-up"
"6115"	"Parameters bottom-up 6500 10_06_2020 18_31.txt"	"bottom-up"
"6116"	"Parameters bottom-up 6501 10_06_2020 18_31.txt"	"bottom-up"
"6117"	"Parameters bottom-up 6502 10_06_2020 18_31.txt"	"bottom-up"
"6118"	"Parameters bottom-up 6503 10_06_2020 18_31.txt"	"bottom-up"
"6119"	"Parameters bottom-up 6504 10_06_2020 18_31.txt"	"bottom-up"
"6120"	"Parameters bottom-up 6505 10_06_2020 18_31.txt"	"bottom-up"
"6121"	"Parameters bottom-up 6506 10_06_2020 18_31.txt"	"bottom-up"
"6122"	"Parameters bottom-up 6507 10_06_2020 18_31.txt"	"bottom-up"
"6123"	"Parameters bottom-up 6508 10_06_2020 18_31.txt"	"bottom-up"
"6124"	"Parameters bottom-up 6509 10_06_2020 18_31.txt"	"bottom-up"
"6125"	"Parameters bottom-up 651 10_06_2020 18_02.txt"	"bottom-up"
"6126"	"Parameters bottom-up 6510 10_06_2020 18_31.txt"	"bottom-up"
"6127"	"Parameters bottom-up 6511 10_06_2020 18_31.txt"	"bottom-up"
"6128"	"Parameters bottom-up 6512 10_06_2020 18_31.txt"	"bottom-up"
"6129"	"Parameters bottom-up 6513 10_06_2020 18_31.txt"	"bottom-up"
"6130"	"Parameters bottom-up 6514 10_06_2020 18_31.txt"	"bottom-up"
"6131"	"Parameters bottom-up 6515 10_06_2020 18_31.txt"	"bottom-up"
"6132"	"Parameters bottom-up 6516 10_06_2020 18_31.txt"	"bottom-up"
"6133"	"Parameters bottom-up 6517 10_06_2020 18_32.txt"	"bottom-up"
"6134"	"Parameters bottom-up 6518 10_06_2020 18_32.txt"	"bottom-up"
"6135"	"Parameters bottom-up 6519 10_06_2020 18_32.txt"	"bottom-up"
"6136"	"Parameters bottom-up 652 10_06_2020 18_02.txt"	"bottom-up"
"6137"	"Parameters bottom-up 6520 10_06_2020 18_32.txt"	"bottom-up"
"6138"	"Parameters bottom-up 6521 10_06_2020 18_32.txt"	"bottom-up"
"6139"	"Parameters bottom-up 6522 10_06_2020 18_32.txt"	"bottom-up"
"6140"	"Parameters bottom-up 6523 10_06_2020 18_32.txt"	"bottom-up"
"6141"	"Parameters bottom-up 6524 10_06_2020 18_32.txt"	"bottom-up"
"6142"	"Parameters bottom-up 6525 10_06_2020 18_32.txt"	"bottom-up"
"6143"	"Parameters bottom-up 6526 10_06_2020 18_32.txt"	"bottom-up"
"6144"	"Parameters bottom-up 6527 10_06_2020 18_32.txt"	"bottom-up"
"6145"	"Parameters bottom-up 6528 10_06_2020 18_32.txt"	"bottom-up"
"6146"	"Parameters bottom-up 6529 10_06_2020 18_32.txt"	"bottom-up"
"6147"	"Parameters bottom-up 653 10_06_2020 18_02.txt"	"bottom-up"
"6148"	"Parameters bottom-up 6530 10_06_2020 18_32.txt"	"bottom-up"
"6149"	"Parameters bottom-up 6531 10_06_2020 18_32.txt"	"bottom-up"
"6150"	"Parameters bottom-up 6532 10_06_2020 18_32.txt"	"bottom-up"
"6151"	"Parameters bottom-up 6533 10_06_2020 18_32.txt"	"bottom-up"
"6152"	"Parameters bottom-up 6534 10_06_2020 18_32.txt"	"bottom-up"
"6153"	"Parameters bottom-up 6535 10_06_2020 18_32.txt"	"bottom-up"
"6154"	"Parameters bottom-up 6536 10_06_2020 18_32.txt"	"bottom-up"
"6155"	"Parameters bottom-up 6537 10_06_2020 18_32.txt"	"bottom-up"
"6156"	"Parameters bottom-up 6538 10_06_2020 18_32.txt"	"bottom-up"
"6157"	"Parameters bottom-up 6539 10_06_2020 18_32.txt"	"bottom-up"
"6158"	"Parameters bottom-up 654 10_06_2020 18_02.txt"	"bottom-up"
"6159"	"Parameters bottom-up 6540 10_06_2020 18_32.txt"	"bottom-up"
"6160"	"Parameters bottom-up 6541 10_06_2020 18_32.txt"	"bottom-up"
"6161"	"Parameters bottom-up 6542 10_06_2020 18_32.txt"	"bottom-up"
"6162"	"Parameters bottom-up 6543 10_06_2020 18_32.txt"	"bottom-up"
"6163"	"Parameters bottom-up 6544 10_06_2020 18_32.txt"	"bottom-up"
"6164"	"Parameters bottom-up 6545 10_06_2020 18_32.txt"	"bottom-up"
"6165"	"Parameters bottom-up 6546 10_06_2020 18_32.txt"	"bottom-up"
"6166"	"Parameters bottom-up 6547 10_06_2020 18_32.txt"	"bottom-up"
"6167"	"Parameters bottom-up 6548 10_06_2020 18_32.txt"	"bottom-up"
"6168"	"Parameters bottom-up 6549 10_06_2020 18_32.txt"	"bottom-up"
"6169"	"Parameters bottom-up 655 10_06_2020 18_02.txt"	"bottom-up"
"6170"	"Parameters bottom-up 6550 10_06_2020 18_32.txt"	"bottom-up"
"6171"	"Parameters bottom-up 6551 10_06_2020 18_32.txt"	"bottom-up"
"6172"	"Parameters bottom-up 6552 10_06_2020 18_32.txt"	"bottom-up"
"6173"	"Parameters bottom-up 6553 10_06_2020 18_32.txt"	"bottom-up"
"6174"	"Parameters bottom-up 6554 10_06_2020 18_32.txt"	"bottom-up"
"6175"	"Parameters bottom-up 6555 10_06_2020 18_32.txt"	"bottom-up"
"6176"	"Parameters bottom-up 6556 10_06_2020 18_32.txt"	"bottom-up"
"6177"	"Parameters bottom-up 6557 10_06_2020 18_32.txt"	"bottom-up"
"6178"	"Parameters bottom-up 6558 10_06_2020 18_32.txt"	"bottom-up"
"6179"	"Parameters bottom-up 6559 10_06_2020 18_32.txt"	"bottom-up"
"6180"	"Parameters bottom-up 656 10_06_2020 18_02.txt"	"bottom-up"
"6181"	"Parameters bottom-up 6560 10_06_2020 18_32.txt"	"bottom-up"
"6182"	"Parameters bottom-up 6561 10_06_2020 18_32.txt"	"bottom-up"
"6183"	"Parameters bottom-up 6562 10_06_2020 18_32.txt"	"bottom-up"
"6184"	"Parameters bottom-up 6563 10_06_2020 18_32.txt"	"bottom-up"
"6185"	"Parameters bottom-up 6564 10_06_2020 18_32.txt"	"bottom-up"
"6186"	"Parameters bottom-up 6565 10_06_2020 18_32.txt"	"bottom-up"
"6187"	"Parameters bottom-up 6566 10_06_2020 18_32.txt"	"bottom-up"
"6188"	"Parameters bottom-up 6567 10_06_2020 18_32.txt"	"bottom-up"
"6189"	"Parameters bottom-up 6568 10_06_2020 18_32.txt"	"bottom-up"
"6190"	"Parameters bottom-up 6569 10_06_2020 18_32.txt"	"bottom-up"
"6191"	"Parameters bottom-up 657 10_06_2020 18_02.txt"	"bottom-up"
"6192"	"Parameters bottom-up 6570 10_06_2020 18_32.txt"	"bottom-up"
"6193"	"Parameters bottom-up 6571 10_06_2020 18_32.txt"	"bottom-up"
"6194"	"Parameters bottom-up 6572 10_06_2020 18_32.txt"	"bottom-up"
"6195"	"Parameters bottom-up 6573 10_06_2020 18_32.txt"	"bottom-up"
"6196"	"Parameters bottom-up 6574 10_06_2020 18_32.txt"	"bottom-up"
"6197"	"Parameters bottom-up 6575 10_06_2020 18_32.txt"	"bottom-up"
"6198"	"Parameters bottom-up 6576 10_06_2020 18_32.txt"	"bottom-up"
"6199"	"Parameters bottom-up 6577 10_06_2020 18_32.txt"	"bottom-up"
"6200"	"Parameters bottom-up 6578 10_06_2020 18_32.txt"	"bottom-up"
"6201"	"Parameters bottom-up 6579 10_06_2020 18_32.txt"	"bottom-up"
"6202"	"Parameters bottom-up 658 10_06_2020 18_02.txt"	"bottom-up"
"6203"	"Parameters bottom-up 6580 10_06_2020 18_32.txt"	"bottom-up"
"6204"	"Parameters bottom-up 6581 10_06_2020 18_32.txt"	"bottom-up"
"6205"	"Parameters bottom-up 6582 10_06_2020 18_32.txt"	"bottom-up"
"6206"	"Parameters bottom-up 6583 10_06_2020 18_32.txt"	"bottom-up"
"6207"	"Parameters bottom-up 6584 10_06_2020 18_32.txt"	"bottom-up"
"6208"	"Parameters bottom-up 6585 10_06_2020 18_32.txt"	"bottom-up"
"6209"	"Parameters bottom-up 6586 10_06_2020 18_32.txt"	"bottom-up"
"6210"	"Parameters bottom-up 6587 10_06_2020 18_32.txt"	"bottom-up"
"6211"	"Parameters bottom-up 6588 10_06_2020 18_32.txt"	"bottom-up"
"6212"	"Parameters bottom-up 6589 10_06_2020 18_32.txt"	"bottom-up"
"6213"	"Parameters bottom-up 659 10_06_2020 18_02.txt"	"bottom-up"
"6214"	"Parameters bottom-up 6590 10_06_2020 18_32.txt"	"bottom-up"
"6215"	"Parameters bottom-up 6591 10_06_2020 18_32.txt"	"bottom-up"
"6216"	"Parameters bottom-up 6592 10_06_2020 18_32.txt"	"bottom-up"
"6217"	"Parameters bottom-up 6593 10_06_2020 18_32.txt"	"bottom-up"
"6218"	"Parameters bottom-up 6594 10_06_2020 18_32.txt"	"bottom-up"
"6219"	"Parameters bottom-up 6595 10_06_2020 18_32.txt"	"bottom-up"
"6220"	"Parameters bottom-up 6596 10_06_2020 18_32.txt"	"bottom-up"
"6221"	"Parameters bottom-up 6597 10_06_2020 18_32.txt"	"bottom-up"
"6222"	"Parameters bottom-up 6598 10_06_2020 18_32.txt"	"bottom-up"
"6223"	"Parameters bottom-up 6599 10_06_2020 18_32.txt"	"bottom-up"
"6224"	"Parameters bottom-up 66 10_06_2020 17_59.txt"	"bottom-up"
"6225"	"Parameters bottom-up 660 10_06_2020 18_02.txt"	"bottom-up"
"6226"	"Parameters bottom-up 6600 10_06_2020 18_32.txt"	"bottom-up"
"6227"	"Parameters bottom-up 6601 10_06_2020 18_32.txt"	"bottom-up"
"6228"	"Parameters bottom-up 6602 10_06_2020 18_32.txt"	"bottom-up"
"6229"	"Parameters bottom-up 6603 10_06_2020 18_32.txt"	"bottom-up"
"6230"	"Parameters bottom-up 6604 10_06_2020 18_32.txt"	"bottom-up"
"6231"	"Parameters bottom-up 6605 10_06_2020 18_32.txt"	"bottom-up"
"6232"	"Parameters bottom-up 6606 10_06_2020 18_32.txt"	"bottom-up"
"6233"	"Parameters bottom-up 6607 10_06_2020 18_32.txt"	"bottom-up"
"6234"	"Parameters bottom-up 6608 10_06_2020 18_32.txt"	"bottom-up"
"6235"	"Parameters bottom-up 6609 10_06_2020 18_32.txt"	"bottom-up"
"6236"	"Parameters bottom-up 661 10_06_2020 18_02.txt"	"bottom-up"
"6237"	"Parameters bottom-up 6610 10_06_2020 18_32.txt"	"bottom-up"
"6238"	"Parameters bottom-up 6611 10_06_2020 18_32.txt"	"bottom-up"
"6239"	"Parameters bottom-up 6612 10_06_2020 18_32.txt"	"bottom-up"
"6240"	"Parameters bottom-up 6613 10_06_2020 18_32.txt"	"bottom-up"
"6241"	"Parameters bottom-up 6614 10_06_2020 18_32.txt"	"bottom-up"
"6242"	"Parameters bottom-up 6615 10_06_2020 18_32.txt"	"bottom-up"
"6243"	"Parameters bottom-up 6616 10_06_2020 18_32.txt"	"bottom-up"
"6244"	"Parameters bottom-up 6617 10_06_2020 18_32.txt"	"bottom-up"
"6245"	"Parameters bottom-up 6618 10_06_2020 18_32.txt"	"bottom-up"
"6246"	"Parameters bottom-up 6619 10_06_2020 18_32.txt"	"bottom-up"
"6247"	"Parameters bottom-up 662 10_06_2020 18_02.txt"	"bottom-up"
"6248"	"Parameters bottom-up 6620 10_06_2020 18_32.txt"	"bottom-up"
"6249"	"Parameters bottom-up 6621 10_06_2020 18_32.txt"	"bottom-up"
"6250"	"Parameters bottom-up 6622 10_06_2020 18_32.txt"	"bottom-up"
"6251"	"Parameters bottom-up 6623 10_06_2020 18_32.txt"	"bottom-up"
"6252"	"Parameters bottom-up 6624 10_06_2020 18_32.txt"	"bottom-up"
"6253"	"Parameters bottom-up 6625 10_06_2020 18_32.txt"	"bottom-up"
"6254"	"Parameters bottom-up 6626 10_06_2020 18_32.txt"	"bottom-up"
"6255"	"Parameters bottom-up 6627 10_06_2020 18_32.txt"	"bottom-up"
"6256"	"Parameters bottom-up 6628 10_06_2020 18_32.txt"	"bottom-up"
"6257"	"Parameters bottom-up 6629 10_06_2020 18_32.txt"	"bottom-up"
"6258"	"Parameters bottom-up 663 10_06_2020 18_02.txt"	"bottom-up"
"6259"	"Parameters bottom-up 6630 10_06_2020 18_32.txt"	"bottom-up"
